cod_depto,nombre_depto,cod_mpio,nombre_mpio,mesas_informadas_pct,votos_abelardo,votos_cepeda,votos_blanco,votos_nulos,tarjetones_no_marcados
25,NORTE DE SAN,25076,SAN CALIXTO,100%,566,4409,56,31,5
01,ANTIOQUIA,01226,SAN CARLOS,100%,7152,1937,146,44,25
13,CORDOBA,13049,SAN CARLOS,100%,6330,6105,101,50,28
52,META,52055,SAN CARLOS DE GUAROA,100%,4050,2439,86,106,7
15,CUNDINAMARCA,15226,SAN CAYETANO,100%,2310,388,36,6,3
25,NORTE DE SAN,25079,SAN CAYETANO,100%,4325,775,41,23,5
05,BOLIVAR,05072,SAN CRISTOBAL,100%,1786,3039,42,5,5
12,CESAR,12850,SAN DIEGO,100%,5510,5069,123,69,12
05,BOLIVAR,05070,SAN ESTANISLAO,100%,5070,4260,99,36,18
07,BOYACA,07237,SAN EDUARDO,100%,711,333,21,8,1
05,BOLIVAR,05073,SAN FERNANDO,100%,2636,2129,23,15,9
50,GUAINIA,50092,SAN FELIPE,100%,126,136,2,0,0
01,ANTIOQUIA,01227,SAN FRANCISCO,100%,2561,591,25,14,11
64,PUTUMAYO,64013,SAN FRANCISCO,100%,996,2380,46,20,6
15,CUNDINAMARCA,15229,SAN FRANCISCO,100%,4735,1923,105,53,6
27,SANTANDER,27181,SAN GIL,100%,23161,10758,530,218,24
05,BOLIVAR,05076,SAN JACINTO,100%,6710,6493,95,47,12
05,BOLIVAR,05078,SAN JACINTO DEL CAUCA,100%,2432,1345,23,5,4
09,CALDAS,09120,SAN JOSE,100%,1912,925,54,34,11
01,ANTIOQUIA,01229,SAN JERONIMO,100%,6172,1882,149,85,23
27,SANTANDER,27184,SAN JOAQUIN,100%,1156,227,15,8,0
27,SANTANDER,27187,SAN JOSE DE MIRANDA,100%,2696,436,41,21,2
01,ANTIOQUIA,01230,SAN JOSE DE LA MONTAÑA,100%,1358,307,49,18,7
07,BOYACA,07238,SAN JOSE DE PARE,100%,2779,677,25,14,9
13,CORDOBA,13052,SAN JOSE DE URE,100%,945,4163,44,16,5
44,CAQUETA,44020,SAN JOSE DEL FRAGUA,100%,3310,2861,140,98,15
54,GUAVIARE,54001,SAN JOSE DEL GUAVIARE,100%,15293,12566,774,567,93
17,CHOCO,17037,SAN JOSE DEL PALMAR,100%,656,1447,49,46,13
52,META,52058,SAN JUAN DE ARAMA,100%,2240,1678,60,45,5
28,SUCRE,28190,SAN JUAN DE BETULIA (BETULIA),100%,3492,4925,77,21,5
01,ANTIOQUIA,01231,SAN JUAN DE URABA,100%,5803,4318,128,32,28
48,LA GUAJIRA,48013,SAN JUAN DEL CESAR,100%,12729,9228,219,141,19
15,CUNDINAMARCA,15232,SAN JUAN DE RIOSECO,100%,4020,1737,57,30,7
05,BOLIVAR,05079,SAN JUAN NEPOMUCENO,100%,9941,7728,198,85,28
52,META,52059,SAN JUANITO,100%,731,174,16,12,1
23,NARIÑO,23121,SAN LORENZO,100%,3442,5970,144,204,26
01,ANTIOQUIA,01232,SAN LUIS,100%,5866,1404,101,34,15
29,TOLIMA,29109,SAN LUIS,100%,6202,1944,60,50,11
07,BOYACA,07241,SAN LUIS DE GACENO,100%,2451,372,34,16,3
28,SUCRE,28200,SAN MARCOS,100%,11180,15096,229,129,47
46,CASANARE,46830,SAN LUIS DE PALENQUE,100%,3951,709,59,29,5
12,CESAR,12875,SAN MARTIN,100%,7667,5120,167,186,20
52,META,52060,SAN MARTIN DE LOS LLANOS,100%,8153,4093,179,181,14
05,BOLIVAR,05082,SAN MARTIN DE LOBA,100%,3446,3315,33,27,8
07,BOYACA,07247,SAN MATEO,100%,1881,280,27,7,3
27,SANTANDER,27190,SAN MIGUEL,100%,1158,280,15,6,2
64,PUTUMAYO,64018,SAN MIGUEL (LA DORADA),100%,1085,8355,119,91,20
07,BOYACA,07248,SAN MIGUEL DE SEMA,100%,1498,517,29,15,2
28,SUCRE,28220,SAN ONOFRE,100%,6205,16242,141,92,39
05,BOLIVAR,05084,SAN PABLO,100%,4809,6645,130,79,22
23,NARIÑO,23124,SAN PABLO,100%,1107,7442,157,169,19
07,BOYACA,07249,SAN PABLO DE BORBUR,100%,3257,612,38,21,0
01,ANTIOQUIA,01235,SAN PEDRO,100%,12054,3272,399,190,22
28,SUCRE,28240,SAN PEDRO,100%,4922,5916,82,30,11
23,NARIÑO,23123,SAN PEDRO DE CARTAGO,100%,2135,1811,80,62,13
31,VALLE,31094,SAN PEDRO,100%,3660,5420,110,81,11
01,ANTIOQUIA,01237,SAN PEDRO DE URABA,100%,10061,3782,188,56,36
13,CORDOBA,13055,SAN PELAYO,100%,11358,13661,177,87,28
01,ANTIOQUIA,01238,SAN RAFAEL,100%,6167,1845,147,71,30
01,ANTIOQUIA,01241,SAN ROQUE,100%,7385,1800,160,79,32
11,CAUCA,11073,SAN SEBASTIAN,100%,852,3823,56,42,24
21,MAGDALENA,21070,SAN SEBASTIAN DE BUENAVISTA,100%,5725,4055,60,20,17
01,ANTIOQUIA,01244,SAN VICENTE,100%,10278,1877,191,83,31
21,MAGDALENA,21073,SAN ZENON,100%,3041,2232,31,6,5
27,SANTANDER,27193,SAN VICENTE DE CHUCURI,100%,12234,3659,222,151,18
44,CAQUETA,44010,SAN VICENTE DEL CAGUAN,100%,10620,19074,979,537,133
23,NARIÑO,23118,SANDONA,100%,3202,9121,128,134,20
21,MAGDALENA,21076,SANTA ANA,100%,7368,3115,75,37,10
27,SANTANDER,27195,SANTA BARBARA,100%,1444,246,19,10,1
23,NARIÑO,23125,SANTA BARBARA (ISCUANDE),100%,200,4684,45,58,1
01,ANTIOQUIA,01247,SANTA BARBARA,100%,8662,3810,233,159,41
05,BOLIVAR,05091,SANTA CATALINA,100%,1857,5675,61,12,14
21,MAGDALENA,21078,SANTA BARBARA DE PINTO,100%,2126,2992,33,23,7
27,SANTANDER,27194,SANTA HELENA DEL OPON,100%,1862,251,30,7,3
03,ATLANTICO,03047,SANTA LUCIA,100%,4550,2182,42,23,10
07,BOYACA,07251,SANTA MARIA,100%,1282,776,34,25,4
29,TOLIMA,29112,SANTA ISABEL,100%,2384,698,38,29,4
19,HUILA,19074,SANTA MARIA,100%,4592,1101,89,26,2
21,MAGDALENA,21001,SANTA MARTA,100%,97476,145942,3489,1432,123
05,BOLIVAR,05094,SANTA ROSA,100%,2374,7292,81,47,17
11,CAUCA,11079,SANTA ROSA,100%,724,1845,26,17,3
24,RISARALDA,24086,SANTA ROSA DE CABAL,100%,25850,17643,967,695,97
01,ANTIOQUIA,01250,SANTA ROSA DE OSOS,100%,13415,3677,454,283,66
07,BOYACA,07253,SANTA ROSA DE VITERBO,100%,4330,2274,100,53,9
05,BOLIVAR,05095,SANTA ROSA DEL SUR,100%,12161,3773,285,130,24
72,VICHADA,72002,SANTA ROSALIA,100%,1473,443,22,11,0
07,BOYACA,07256,SANTA SOFIA,100%,1875,399,27,20,3
23,NARIÑO,23127,SANTACRUZ (GUACHAVES),100%,620,5074,70,29,16
07,BOYACA,07250,SANTANA,100%,3320,1126,39,25,3
11,CAUCA,11076,SANTANDER DE QUILICHAO,100%,15831,45798,875,904,127
25,NORTE DE SAN,25082,SANTIAGO,100%,1984,314,16,9,1
64,PUTUMAYO,64016,SANTIAGO,100%,876,3432,40,18,10
01,ANTIOQUIA,01253,SANTO DOMINGO,100%,4516,1164,99,73,19
03,ATLANTICO,03049,SANTO TOMAS,100%,5482,11140,139,64,13
01,ANTIOQUIA,01256,SANTUARIO,100%,19355,3195,327,149,28
24,RISARALDA,24094,SANTUARIO,100%,4187,1691,121,91,37
23,NARIÑO,23130,SAPUYES,100%,1291,3008,37,36,3
40,ARAUCA,40025,SARAVENA,100%,10686,11841,475,396,58
25,NORTE DE SAN,25085,SARDINATA,100%,10231,1313,108,67,22
15,CUNDINAMARCA,15235,SASAIMA,100%,4557,1897,74,67,4
07,BOYACA,07259,SATIVANORTE,100%,1314,222,19,8,1
07,BOYACA,07262,SATIVASUR,100%,582,190,10,6,1
01,ANTIOQUIA,01259,SEGOVIA,100%,4826,10036,521,200,43
15,CUNDINAMARCA,15238,SESQUILE,100%,3642,3601,155,133,13
31,VALLE,31097,SEVILLA,100%,10421,9715,382,379,61
07,BOYACA,07265,SIACHOQUE,100%,3129,1171,53,44,12
15,CUNDINAMARCA,15239,SIBATE,100%,9025,10706,335,259,17
64,PUTUMAYO,64019,SIBUNDOY,100%,1876,6304,93,43,11
25,NORTE DE SAN,25088,SILOS,100%,3180,154,31,7,5
15,CUNDINAMARCA,15241,SILVANIA,100%,9142,4901,190,142,18
27,SANTANDER,27196,SIMACOTA,100%,3437,983,50,32,2
11,CAUCA,11082,SILVIA,100%,3012,13726,198,282,51
15,CUNDINAMARCA,15244,SIMIJACA,100%,4971,2213,123,77,9
05,BOLIVAR,05097,SIMITI,100%,4933,2842,87,44,8
28,SUCRE,28260,SINCE,100%,7809,8324,154,110,19
28,SUCRE,28001,SINCELEJO,100%,53867,89562,1651,892,155
17,CHOCO,17040,SIPI,100%,156,1511,10,21,6
21,MAGDALENA,21079,SITIONUEVO,100%,3626,6651,74,82,16
15,CUNDINAMARCA,15247,SOACHA,100%,90273,175011,4413,3179,113
07,BOYACA,07268,SOATA,100%,3541,1686,63,63,8
07,BOYACA,07274,SOCHA,100%,2853,1469,62,61,4
27,SANTANDER,27199,SOCORRO,100%,13409,4362,249,87,11
07,BOYACA,07271,SOCOTA,100%,2837,728,32,36,8
07,BOYACA,07277,SOGAMOSO,100%,38009,35358,1358,780,47
44,CAQUETA,44022,SOLANO,100%,1048,3398,102,39,20
03,ATLANTICO,03052,SOLEDAD,100%,63916,136134,1873,737,379
44,CAQUETA,44024,SOLITA,100%,1605,1465,93,65,18
07,BOYACA,07280,SOMONDOCO,100%,1382,509,19,15,4
01,ANTIOQUIA,01262,SONSON,100%,14596,2589,277,164,37
01,ANTIOQUIA,01265,SOPETRAN,100%,5732,2359,126,63,21
05,BOLIVAR,05106,SOPLAVIENTO,100%,1298,4575,36,16,10
15,CUNDINAMARCA,15250,SOPO,100%,7334,9055,381,191,8
07,BOYACA,07281,SORA,100%,1352,797,41,23,4
07,BOYACA,07282,SORACA,100%,2893,1643,50,49,9
07,BOYACA,07283,SOTAQUIRA,100%,3133,1494,56,57,17
11,CAUCA,11085,SOTARA (PAISPAMBA),100%,1528,3633,89,59,10
27,SANTANDER,27202,SUAITA,100%,4673,1003,73,45,7
03,ATLANTICO,03055,SUAN,100%,3672,2216,63,19,3
11,CAUCA,11087,SUAREZ,100%,3751,9318,322,648,49
29,TOLIMA,29115,SUAREZ,100%,2223,879,25,27,8
15,CUNDINAMARCA,15256,SUBACHOQUE,100%,7095,2904,203,127,3
19,HUILA,19076,SUAZA,100%,7711,2768,141,99,32
11,CAUCA,11086,SUCRE,100%,280,4178,62,65,9
27,SANTANDER,27205,SUCRE,100%,2806,560,33,15,3
28,SUCRE,28280,SUCRE,100%,6919,4416,85,25,20
88,CONSULADOS,88745,SUDAFRICA,100%,67,36,1,0,0
88,CONSULADOS,88755,SUECIA,100%,542,992,28,1,1
15,CUNDINAMARCA,15259,SUESCA,100%,3814,5110,191,171,17
88,CONSULADOS,88760,SUIZA,100%,2239,2257,82,4,2
15,CUNDINAMARCA,15262,SUPATA,100%,2558,656,43,17,10
09,CALDAS,09124,SUPIA,100%,7518,5780,297,428,44
27,SANTANDER,27208,SURATA,100%,1979,451,35,19,2
15,CUNDINAMARCA,15265,SUSA,100%,3073,1029,74,23,7
07,BOYACA,07286,SUSACON,100%,1287,286,21,11,9
07,BOYACA,07289,SUTAMARCHAN,100%,3316,1256,75,31,6
15,CUNDINAMARCA,15268,SUTATAUSA,100%,2239,940,70,39,4
07,BOYACA,07292,SUTATENZA,100%,1895,836,40,33,7
15,CUNDINAMARCA,15271,TABIO,100%,8154,5905,315,176,6
17,CHOCO,17043,TADO,100%,1525,6002,81,216,30
88,CONSULADOS,88765,TAILANDIA,100%,56,57,2,1,0
05,BOLIVAR,05110,TALAIGUA NUEVO,100%,3599,2501,42,9,6
12,CESAR,12900,TAMALAMEQUE,100%,3026,3166,39,29,7
46,CASANARE,46840,TAMARA,100%,2484,565,40,14,10
40,ARAUCA,40005,TAME,100%,13643,8541,477,345,68
01,ANTIOQUIA,01268,TAMESIS,100%,6343,2753,170,76,35
23,NARIÑO,23133,TAMINANGO,100%,1677,8728,95,49,53
23,NARIÑO,23136,TANGUA,100%,1815,5331,50,50,11
68,VAUPES,68017,TARAIRA,100%,121,341,3,1,2
60,AMAZONAS,60022,TARAPACA,100%,132,456,24,8,1
01,ANTIOQUIA,01270,TARAZA,100%,3029,5938,164,120,44
19,HUILA,19079,TARQUI,100%,6424,2171,134,52,8
01,ANTIOQUIA,01271,TARSO,100%,2212,1010,51,19,9
07,BOYACA,07298,TASCO,100%,2227,1023,35,25,1
46,CASANARE,46850,TAURAMENA,100%,10893,4043,251,208,16
15,CUNDINAMARCA,15274,TAUSA,100%,3792,965,114,56,3
15,CUNDINAMARCA,15277,TENA,100%,3610,1921,74,28,6
19,HUILA,19082,TELLO,100%,4983,2307,128,111,25
21,MAGDALENA,21085,TENERIFE,100%,2691,3774,62,19,11
15,CUNDINAMARCA,15280,TENJO,100%,8527,6157,381,248,22
07,BOYACA,07301,TENZA,100%,1797,669,46,15,3
19,HUILA,19085,TERUEL,100%,3377,894,42,23,7
25,NORTE DE SAN,25091,TEORAMA,100%,1004,6016,89,56,11
19,HUILA,19025,TESALIA (CARNICERIAS),100%,4512,1349,71,58,10
15,CUNDINAMARCA,15283,TIBACUY,100%,1844,1232,37,24,6
07,BOYACA,07304,TIBANA,100%,3652,1271,53,38,8
07,BOYACA,07307,TIBASOSA,100%,3795,3676,103,82,5
25,NORTE DE SAN,25093,TIBU,100%,12065,8204,432,258,47
15,CUNDINAMARCA,15286,TIBIRITA,100%,1384,610,21,15,5
13,CORDOBA,13058,TIERRALTA,100%,13482,24717,412,235,49
19,HUILA,19088,TIMANA,100%,8437,2662,151,84,13
11,CAUCA,11088,TIMBIO,100%,7362,13067,355,353,43
11,CAUCA,11091,TIMBIQUI,100%,254,10101,16,26,1
07,BOYACA,07310,TINJACA,100%,1526,858,34,16,3
07,BOYACA,07311,TIPACOQUE,100%,1747,484,17,15,6
05,BOLIVAR,05113,TIQUISIO (PTO. RICO),100%,3518,3264,76,22,13
01,ANTIOQUIA,01274,TITIRIBI,100%,3204,1161,79,41,11
07,BOYACA,07313,TOCA,100%,3567,2014,112,76,7
15,CUNDINAMARCA,15289,TOCAIMA,100%,4961,2707,95,68,6
15,CUNDINAMARCA,15292,TOCANCIPA,100%,12422,21023,679,534,13
07,BOYACA,07316,TOGUI,100%,2129,556,27,20,5
01,ANTIOQUIA,01277,TOLEDO,100%,1331,646,90,50,13
25,NORTE DE SAN,25094,TOLEDO,100%,7364,1054,124,51,15
28,SUCRE,28300,TOLU,100%,3774,12643,103,87,14
28,SUCRE,28320,TOLUVIEJO,100%,5199,8457,104,44,20
27,SANTANDER,27211,TONA,100%,3384,638,46,42,6
07,BOYACA,07319,TOPAGA,100%,1853,716,45,21,5
15,CUNDINAMARCA,15295,TOPAIPI,100%,2062,452,29,11,5
11,CAUCA,11094,TORIBIO,100%,1001,16826,131,118,25
31,VALLE,31100,TORO,100%,4642,2088,97,94,12
07,BOYACA,07322,TOTA,100%,2202,617,17,20,15
11,CAUCA,11097,TOTORO,100%,1148,8488,71,94,13
46,CASANARE,46865,TRINIDAD,100%,5407,1166,68,53,18
88,CONSULADOS,88785,TRINIDAD Y TOBAGO,100%,114,47,3,1,0
31,VALLE,31103,TRUJILLO,100%,5744,3578,162,112,18
03,ATLANTICO,03058,TUBARA,100%,2552,4890,42,22,6
13,CORDOBA,13060,TUCHIN,100%,6375,11745,121,132,57
23,NARIÑO,23139,TUMACO,100%,8731,76219,756,917,146
31,VALLE,31106,TULUA,100%,49177,53789,1745,1172,106
07,BOYACA,07001,TUNJA,100%,47609,57709,2210,1138,49
23,NARIÑO,23142,TUQUERRES,100%,4588,20310,212,257,48
07,BOYACA,07324,TUNUNGUA,100%,775,279,8,7,0
01,ANTIOQUIA,01280,TURBO,100%,17449,35181,753,416,90
05,BOLIVAR,05118,TURBACO,100%,14803,30272,573,159,43
05,BOLIVAR,05121,TURBANA,100%,2665,7877,71,22,9
88,CONSULADOS,88770,TURQUIA,100%,88,153,5,0,0
07,BOYACA,07325,TURMEQUE,100%,2656,1199,86,40,6
07,BOYACA,07328,TUTA,100%,3639,2559,102,59,11
07,BOYACA,07331,TUTAZA,100%,1031,433,24,13,0
15,CUNDINAMARCA,15301,UBAQUE,100%,3357,1242,58,52,6
15,CUNDINAMARCA,15298,UBALA,100%,4135,1140,66,31,16
15,CUNDINAMARCA,15304,UBATE,100%,17178,9191,607,426,18
07,BOYACA,07334,UMBITA,100%,3294,798,43,14,5
31,VALLE,31109,ULLOA,100%,1475,1359,32,41,9
15,CUNDINAMARCA,15307,UNE,100%,3598,1344,87,46,2
17,CHOCO,17048,UNGUIA,100%,1698,3204,54,19,10
17,CHOCO,17060,UNION PANAMERICANA (LAS ANIMAS,100%,653,2378,24,58,5
48,LA GUAJIRA,48016,URIBIA,100%,14052,22343,318,719,246
01,ANTIOQUIA,01282,URAMITA,100%,2509,913,51,35,6
52,META,52074,URIBE,100%,619,5325,74,48,4
88,CONSULADOS,88805,URUGUAY,100%,390,384,11,2,0
48,LA GUAJIRA,48018,URUMITA,100%,2398,3756,65,16,4
01,ANTIOQUIA,01283,URRAO,100%,8951,2895,226,109,36
03,ATLANTICO,03061,USIACURI,100%,1799,4089,30,32,10
15,CUNDINAMARCA,15316,UTICA,100%,2994,458,32,16,4
01,ANTIOQUIA,01286,VALDIVIA,100%,2183,2394,80,57,28
13,CORDOBA,13061,VALENCIA,100%,7787,7983,129,52,32
27,SANTANDER,27217,VALLE DE SAN JOSE,100%,3266,864,49,16,4
29,TOLIMA,29118,VALLE DE SAN JUAN,100%,2577,569,24,14,3
64,PUTUMAYO,64028,VALLE DEL GUAMUEZ (LA HORMIGA),100%,2184,16832,222,122,29
01,ANTIOQUIA,01289,VALPARAISO,100%,2273,1098,58,32,9
12,CESAR,12001,VALLEDUPAR,100%,98277,111694,2790,1521,164
01,ANTIOQUIA,01290,VEGACHI,100%,4600,1203,182,62,26
44,CAQUETA,44040,VALPARAISO,100%,1973,875,63,60,6
27,SANTANDER,27220,VELEZ,100%,7277,3851,153,100,12
01,ANTIOQUIA,01292,VENECIA,100%,4928,1373,84,37,11
29,TOLIMA,29121,VENADILLO,100%,4037,3103,55,57,13
15,CUNDINAMARCA,15318,VENECIA,100%,1419,954,25,8,2
07,BOYACA,07337,VENTAQUEMADA,100%,5031,2968,118,87,12
88,CONSULADOS,88815,VENEZUELA,100%,19682,4911,110,52,32
15,CUNDINAMARCA,15319,VERGARA,100%,3671,896,57,29,6
31,VALLE,31112,VERSALLES,100%,2994,1037,71,51,5
27,SANTANDER,27219,VETAS,100%,998,62,15,7,0
15,CUNDINAMARCA,15322,VIANI,100%,2122,864,32,14,2
09,CALDAS,09127,VICTORIA,100%,3313,1492,67,85,17
01,ANTIOQUIA,01291,VIGIA DEL FUERTE,100%,522,2493,12,12,9
31,VALLE,31115,VIJES,100%,2620,4631,63,31,7
07,BOYACA,07139,VILLA DE LEIVA,100%,6434,4000,216,81,9
25,NORTE DE SAN,25097,VILLA CARO,100%,2488,204,21,13,3
25,NORTE DE SAN,25100,VILLA DEL ROSARIO,100%,41417,7085,522,255,32
11,CAUCA,11098,VILLA RICA,100%,1195,9556,86,159,13
64,PUTUMAYO,64030,VILLAGARZON,100%,3573,9996,210,150,38
15,CUNDINAMARCA,15323,VILLAGOMEZ,100%,1002,364,15,10,1
29,TOLIMA,29124,VILLAHERMOSA,100%,2539,1073,65,60,12
09,CALDAS,09130,VILLAMARIA,100%,17700,15021,747,596,49
46,CASANARE,46880,VILLANUEVA,100%,13050,6873,354,419,25
05,BOLIVAR,05124,VILLANUEVA,100%,4044,5216,88,59,25
27,SANTANDER,27221,VILLANUEVA,100%,4342,1003,83,36,6
15,CUNDINAMARCA,15325,VILLAPINZON,100%,9087,2247,222,108,8
48,LA GUAJIRA,48020,VILLANUEVA,100%,5397,6317,121,109,11
29,TOLIMA,29127,VILLARRICA,100%,2296,700,23,14,7
52,META,52001,VILLAVICENCIO,100%,167359,103654,4141,2541,151
15,CUNDINAMARCA,15328,VILLETA,100%,12552,4683,255,134,17
19,HUILA,19091,VILLAVIEJA,100%,2394,2034,44,33,9
15,CUNDINAMARCA,15331,VIOTA,100%,4677,3021,74,54,13
07,BOYACA,07340,VIRACACHA,100%,1452,325,18,11,2
52,META,52080,VISTA HERMOSA,100%,4631,3942,165,165,24
09,CALDAS,09133,VITERBO,100%,5600,2285,111,100,15
23,NARIÑO,23145,YACUANQUER,100%,1614,5136,69,68,11
15,CUNDINAMARCA,15334,YACOPI,100%,5200,980,51,35,12
19,HUILA,19094,YAGUARA,100%,3301,1761,73,53,6
01,ANTIOQUIA,01293,YALI,100%,2265,727,62,22,14
01,ANTIOQUIA,01295,YARUMAL,100%,12617,4985,508,285,70
01,ANTIOQUIA,01298,YOLOMBO,100%,6166,2071,177,76,38
68,VAUPES,68022,YAVARATE,100%,32,348,2,3,1
01,ANTIOQUIA,01300,YONDO-CASABE,100%,5186,4941,166,172,21
46,CASANARE,46001,YOPAL,100%,63427,32592,1672,1031,94
31,VALLE,31118,YOTOCO,100%,3502,5808,124,92,19
31,VALLE,31121,YUMBO,100%,17688,53074,788,426,60
27,SANTANDER,27223,ZAPATOCA,100%,4372,1338,99,30,8
05,BOLIVAR,05127,ZAMBRANO,100%,1355,4610,29,22,8
21,MAGDALENA,21090,ZAPAYAN,100%,3467,1618,33,5,15
01,ANTIOQUIA,01301,ZARAGOZA,100%,3614,5276,182,150,37
31,VALLE,31124,ZARZAL,100%,7815,16180,279,201,17
07,BOYACA,07346,ZETAQUIRA,100%,2337,820,40,13,2
15,CUNDINAMARCA,15337,ZIPACON,100%,1823,1172,51,46,6
15,CUNDINAMARCA,15340,ZIPAQUIRA,100%,36062,49918,1808,1051,45
21,MAGDALENA,21095,ZONA BANANERA (SEVILLA),100%,5596,20814,234,175,33
