cod_depto,nombre_depto,cod_mpio,nombre_mpio,mesas_informadas_pct,votos_abelardo_ganador,votos_cepeda_ganador,votos_blanco,votos_nulos,tarjetones_no_marcados
29,Departamento 29,29010,AMBALEMA,100%,0,1931,0,0,0
29,Departamento 29,29013,ANZOATEGUI,100%,3419,0,0,0,0
29,Departamento 29,29016,ARMERO (GUAYABAL),100%,0,3486,0,0,0
29,Departamento 29,29019,ATACO,100%,6770,0,0,0,0
29,Departamento 29,29022,CAJAMARCA,100%,6075,0,0,0,0
29,Departamento 29,29025,CARMEN DE APICALA,100%,4558,0,0,0,0
29,Departamento 29,29028,CASABIANCA,100%,2524,0,0,0,0
29,Departamento 29,29040,CHAPARRAL,100%,12940,0,0,0,0
29,Departamento 29,29031,COELLO,100%,0,2873,0,0,0
29,Departamento 29,29034,COYAIMA,100%,0,6285,0,0,0
29,Departamento 29,29037,CUNDAY,100%,3304,0,0,0,0
29,Departamento 29,29043,DOLORES,100%,3387,0,0,0,0
29,Departamento 29,29046,ESPINAL,100%,24045,0,0,0,0
29,Departamento 29,29049,FALAN,100%,2341,0,0,0,0
29,Departamento 29,29052,FLANDES,100%,7042,0,0,0,0
29,Departamento 29,29055,FRESNO,100%,10855,0,0,0,0
29,Departamento 29,29058,GUAMO,100%,11397,0,0,0,0
29,Departamento 29,29061,HERVEO,100%,2559,0,0,0,0
29,Departamento 29,29064,HONDA,100%,0,7002,0,0,0
29,Departamento 29,29001,IBAGUE,100%,176469,0,0,0,0
29,Departamento 29,29067,ICONONZO,100%,3022,0,0,0,0
29,Departamento 29,29070,LERIDA,100%,0,5179,0,0,0
29,Departamento 29,29073,LIBANO,100%,0,10266,0,0,0
29,Departamento 29,29076,MARIQUITA,100%,10044,0,0,0,0
29,Departamento 29,29079,MELGAR,100%,14072,0,0,0,0
29,Departamento 29,29080,MURILLO,100%,1153,0,0,0,0
29,Departamento 29,29082,NATAGAIMA,100%,0,4839,0,0,0
29,Departamento 29,29085,ORTEGA,100%,7896,0,0,0,0
29,Departamento 29,29087,PALOCABILDO,100%,3302,0,0,0,0
29,Departamento 29,29088,PIEDRAS,100%,1768,0,0,0,0
29,Departamento 29,29089,PLANADAS,100%,7161,0,0,0,0
29,Departamento 29,29091,PRADO,100%,3351,0,0,0,0
29,Departamento 29,29094,PURIFICACION,100%,7213,0,0,0,0
29,Departamento 29,29097,RIOBLANCO,100%,5425,0,0,0,0
29,Departamento 29,29100,RONCESVALLES,100%,1658,0,0,0,0
29,Departamento 29,29103,ROVIRA,100%,8624,0,0,0,0
29,Departamento 29,29105,SALDAÑA,100%,5197,0,0,0,0
29,Departamento 29,29106,SAN ANTONIO,100%,4361,0,0,0,0
29,Departamento 29,29109,SAN LUIS,100%,6202,0,0,0,0
29,Departamento 29,29112,SANTA ISABEL,100%,2384,0,0,0,0
29,Departamento 29,29115,SUAREZ,100%,2223,0,0,0,0
29,Departamento 29,29118,VALLE DE SAN JUAN,100%,2577,0,0,0,0
29,Departamento 29,29121,VENADILLO,100%,4037,0,0,0,0
29,Departamento 29,29124,VILLAHERMOSA,100%,2539,0,0,0,0
29,Departamento 29,29127,VILLARRICA,100%,2296,0,0,0,0
31,Departamento 31,31004,ALCALA,100%,3737,0,0,0,0
31,Departamento 31,31007,ANDALUCIA,100%,0,7533,0,0,0
31,Departamento 31,31010,ANSERMANUEVO,100%,5740,0,0,0,0
31,Departamento 31,31013,ARGELIA,100%,2186,0,0,0,0
31,Departamento 31,31016,BOLIVAR,100%,4813,0,0,0,0
31,Departamento 31,31019,BUENAVENTURA,100%,0,97881,0,0,0
31,Departamento 31,31022,BUGA,100%,0,44607,0,0,0
31,Departamento 31,31025,BUGALAGRANDE,100%,0,8893,0,0,0
31,Departamento 31,31028,CAICEDONIA,100%,8954,0,0,0,0
31,Departamento 31,31001,CALI,100%,0,682166,0,0,0
31,Departamento 31,31040,CALIMA (DARIEN),100%,0,4802,0,0,0
31,Departamento 31,31031,CANDELARIA,100%,0,43650,0,0,0
31,Departamento 31,31034,CARTAGO,100%,36840,0,0,0,0
31,Departamento 31,31037,DAGUA,100%,0,12098,0,0,0
31,Departamento 31,31043,EL AGUILA,100%,3096,0,0,0,0
31,Departamento 31,31046,EL CAIRO,100%,2136,0,0,0,0
31,Departamento 31,31049,EL CERRITO,100%,0,24978,0,0,0
31,Departamento 31,31052,EL DOVIO,100%,3462,0,0,0,0
31,Departamento 31,31055,FLORIDA,100%,0,27141,0,0,0
31,Departamento 31,31058,GINEBRA,100%,0,6932,0,0,0
31,Departamento 31,31061,GUACARI,100%,0,14854,0,0,0
31,Departamento 31,31064,JAMUNDI,100%,0,55757,0,0,0
31,Departamento 31,31067,LA CUMBRE,100%,0,4823,0,0,0
31,Departamento 31,31070,LA UNION,100%,11569,0,0,0,0
31,Departamento 31,31073,LA VICTORIA,100%,4258,0,0,0,0
31,Departamento 31,31076,OBANDO,100%,0,3410,0,0,0
31,Departamento 31,31079,PALMIRA,100%,0,111031,0,0,0
31,Departamento 31,31082,PRADERA,100%,0,19477,0,0,0
31,Departamento 31,31085,RESTREPO,100%,0,4502,0,0,0
31,Departamento 31,31088,RIOFRIO,100%,4718,0,0,0,0
31,Departamento 31,31091,ROLDANILLO,100%,11289,0,0,0,0
31,Departamento 31,31094,SAN PEDRO,100%,0,5420,0,0,0
31,Departamento 31,31097,SEVILLA,100%,10421,0,0,0,0
31,Departamento 31,31100,TORO,100%,4642,0,0,0,0
31,Departamento 31,31103,TRUJILLO,100%,5744,0,0,0,0
31,Departamento 31,31106,TULUA,100%,0,53789,0,0,0
31,Departamento 31,31109,ULLOA,100%,1475,0,0,0,0
31,Departamento 31,31112,VERSALLES,100%,2994,0,0,0,0
31,Departamento 31,31115,VIJES,100%,0,4631,0,0,0
31,Departamento 31,31118,YOTOCO,100%,0,5808,0,0,0
31,Departamento 31,31121,YUMBO,100%,0,53074,0,0,0
31,Departamento 31,31124,ZARZAL,100%,0,16180,0,0,0
